Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
173,5.7749653,0.0,1.5226717,0.0,3.2626283,0.0,0.0,0.0,1.4659053,0.0,3.3765526,0.0,0.730345,0.5213252,2.3976374,0.83871067,0.4871467,0.0,0.0,0.0,0.0,3.0509791,0.5416323,0.16063157,1.2314521,1.8151364,3.1594312,0.87617064,3.6622922,0.0,2.2221746,4.247376
195,4.453586,0.0,2.654997,0.0,4.5992613,0.91359746,0.07441179,0.0,0.0,0.0,1.6865673,0.7057281,2.2351313,0.017019968,0.9725414,2.63432,0.12122095,0.0,0.0,1.0431342,0.0,1.2021854,1.5089828,0.8626486,1.2676829,3.1906843,3.0112624,1.5943829,5.119639,0.0,6.3657913,3.3008068
200,6.99407,0.0,2.2411308,0.0,4.5725536,0.0,0.0,0.0,2.306811,0.0,3.860661,0.0,2.7186003,0.6424911,3.0559154,0.98978686,1.6548817,0.0,0.0,0.0,0.0,4.518279,0.0,0.54640037,0.8265041,3.9355106,4.966135,1.2704918,3.4297326,0.0,3.9154277,6.7377563
205,6.9097037,0.0,1.4969721,0.0,3.5537536,0.5575193,0.0,0.0,1.8489418,0.0,3.9334981,0.0,0.735541,0.0,1.7600632,0.093611114,0.0,0.0,0.0,0.0,0.0,2.9959335,0.61838543,1.2159581,0.90625525,3.625863,4.8079553,1.866297,3.589544,0.0,3.1218562,4.232189
213,5.2941422,0.0,1.2702842,0.0,4.643534,0.13435471,0.0,0.0,2.0528054,0.0,4.036731,0.0,0.5006158,0.3301718,1.3286393,0.8929018,0.71281594,0.0,0.0,0.0,0.0,3.8303633,0.10645321,1.1957834,0.0,3.537152,5.445676,1.6449627,4.541574,0.0,3.3333073,1.0655721
216,8.136154,0.0,2.1610227,0.0,4.7145796,1.1170715,0.0,0.0,1.8818161,0.0,5.887806,0.0,0.0,0.044242285,2.56629,0.0,0.43361115,0.0,0.0,0.0,0.0,4.8475413,0.76915324,1.560599,0.45676094,4.3607516,5.405698,1.7034549,5.463996,0.0,2.4230638,2.4066696
230,6.7508035,0.0,2.7396064,0.0,1.9623793,1.0319365,0.0,0.0,1.7643307,0.0,3.7783275,0.0,0.064454645,0.56668437,2.1595426,0.0,0.15449563,0.0,0.0,0.0,0.0,3.732624,0.33739874,0.44347888,1.302865,3.305458,2.8366344,0.9414555,2.8422701,0.0,1.9194549,4.0268803
231,6.724069,0.0,1.9494964,0.0,4.201031,0.120848395,0.0,0.0,1.2971491,0.0,3.717915,0.0,1.8181864,0.19182967,2.2112007,0.26984772,1.0293769,0.0,0.0,0.0,0.0,3.8094122,0.11674088,0.78571135,0.7928839,4.6179986,4.6610928,0.7626736,3.9303422,0.0,3.9611425,3.7789385
245,4.142986,0.0,2.4324813,0.0,1.91642,0.41622132,0.0,0.0,2.2934515,0.0,2.2067971,0.0,1.177729,0.7230545,0.9180233,0.8087536,0.0,0.0,0.0,0.99015754,0.0,2.3349564,1.1542766,0.045947343,1.7019348,0.6783664,2.7812808,2.459781,3.1429949,0.0,2.6184237,3.9814587
270,7.6460676,0.0,1.6706426,0.0,3.9015224,0.3338618,0.0,0.0,1.5639312,0.0,4.6161804,0.0,1.0740826,0.0,3.13089,0.004001789,1.0749209,0.0,0.0,0.0,0.0,3.6998005,0.46223104,0.94361115,0.7859647,4.21268,4.6809325,1.2270335,3.6232297,0.0,3.1102176,5.9463267
309,7.813008,0.0,3.719979,0.0,3.7761247,0.7458537,0.0,0.0,0.16507046,0.0,3.918781,0.0,0.42123967,0.0,2.8323996,0.0,0.47917464,0.0,0.0,0.023215499,0.0,4.975784,0.0,0.7872266,1.6280318,3.4563577,2.5583668,0.899905,4.323118,0.0,4.061645,4.4289417
310,6.6489773,0.0,1.7812427,0.0,3.4439018,0.5256237,0.0,0.0,1.7377963,0.0,3.326015,0.0,1.6874036,0.0,1.9071969,0.46775714,0.3706673,0.0,0.0,0.0,0.0,2.6326957,0.83656275,1.0656837,1.2779981,3.881313,4.5172896,1.7899848,3.4157982,0.0,3.7405381,5.2286406
313,6.5578074,0.0,2.0821915,0.0,4.422071,0.19356038,0.0,0.0,1.1913424,0.0,3.830849,0.0,0.64344263,0.0,1.9768775,0.57603663,0.0,0.0,0.0,0.0,0.0,3.1561403,0.99191105,0.99122256,1.3584193,2.3867514,4.262368,2.1965034,5.0170174,0.0,3.7045557,3.9016845
323,6.855105,0.0,1.7306517,0.0,3.9589672,0.29087606,0.0,0.0,1.3205992,0.0,3.5233324,0.0,1.9216558,0.0,2.010635,0.0,0.91329265,0.0,0.0,0.0,0.0,4.1961946,0.0,1.0842088,1.0086566,4.3954577,5.008707,1.4930514,3.2211177,0.0,4.0400224,4.3597736
334,6.8614297,0.0,1.2489377,0.0,4.2040343,0.7216676,0.0,0.0,1.3783221,0.0,4.2605996,0.0,0.73513246,0.0,1.8934358,0.0,0.5386719,0.0,0.0,0.0,0.0,3.656104,0.44388214,1.365661,0.6412505,4.2417946,5.424615,1.8963069,3.9339726,0.0,3.3072727,3.3402386
335,6.132006,0.0,2.0377266,0.0,4.128815,0.0,0.0,0.0,1.6014172,0.0,3.587239,0.0,1.7507035,0.894462,1.9664276,1.6120623,0.79747546,0.0,0.0,0.0,0.0,3.0910008,0.54592144,0.6065477,0.97250414,3.9289749,3.8479836,0.48868087,3.915413,0.0,3.7215257,4.129108
343,7.102106,0.0,2.2332468,0.0,3.1948476,0.31393865,0.0,0.0,1.24191,0.0,3.603333,0.0,1.5742385,0.0,2.3749068,0.0,0.6115689,0.0,0.0,0.0,0.0,3.8263283,0.055556953,0.44214338,1.4556961,3.623999,3.7992046,1.1047441,3.2691736,0.0,3.5221462,5.16021
349,7.1005554,0.0,1.2496784,0.0,6.6488204,0.0,0.0,0.0,1.2848467,0.0,5.085806,0.0,0.26335377,0.0,1.6582758,1.671163,0.63583213,0.0,0.0,0.0,0.0,4.007402,0.0,1.4677017,0.0,4.739941,5.6223516,0.5751202,6.026018,0.0,4.1615,0.8001808
369,5.963842,0.0,0.49270284,0.0,3.431219,0.57937,0.0,0.0,2.2549586,0.0,3.7760923,0.0,1.1740161,0.0,1.7915292,0.531539,0.8690951,0.0,0.0,0.0,0.0,2.4413972,0.9472393,1.2221162,0.7138547,3.9148266,5.61718,2.0955987,3.1396546,0.0,2.4623892,4.0595465
381,6.110115,0.0,1.7273192,0.0,4.492853,0.0,0.0,0.0,2.2579343,0.0,4.959904,0.0,0.0,2.4904094,2.2249205,2.7300038,0.36410704,0.0,0.0,0.0,0.0,3.733348,0.9930366,0.0,0.605158,1.9814106,3.370839,0.0,5.6055326,0.0,1.2786815,1.8572221
382,7.7761297,0.0,1.9343181,0.0,4.101915,0.5576706,0.0,0.0,1.6043336,0.0,4.3581166,0.0,0.7196886,0.0,2.236656,0.0,0.03316391,0.0,0.0,0.0,0.0,3.715969,0.59696937,1.2999195,1.196348,3.7238548,4.8474665,2.032442,4.3017616,0.0,3.4664214,4.7366815
402,5.7374196,0.0,1.8347956,0.0,4.6254535,0.0,0.0,0.0,1.4345398,0.0,3.4671116,0.0,1.5649732,0.0,2.2279832,0.92016727,0.5917086,0.0,0.0,0.0,0.0,3.8054383,0.09475204,0.49895746,0.7511375,2.6994746,4.3867145,1.4995474,4.392098,0.0,3.9124088,3.9580731
408,7.311997,0.0,3.2322736,0.0,2.5675747,0.19958001,0.0,0.0,1.6786366,0.0,3.380593,0.0,1.5049337,0.10319434,2.0338411,0.0,0.14982152,0.0,0.0,0.10569951,0.0,3.7665365,0.18754907,0.25578755,1.9183692,3.7438571,2.804642,0.68274957,2.9237602,0.0,3.6193533,5.658282
437,8.60525,0.0,1.6890965,0.0,5.3951902,0.019197963,0.0,0.0,0.7096969,0.0,4.674953,0.0,1.591014,0.0,3.1206386,0.08864432,1.1013869,0.0,0.0,0.0,0.0,4.16114,0.16219985,1.1148343,1.0120629,4.7501235,4.9491086,0.98842937,4.6685405,0.0,4.64562,5.8120785
442,8.204579,0.0,1.9189577,0.0,3.622529,0.8412686,0.0,0.0,1.9094541,0.0,4.8990164,0.0,0.0,0.0,2.3625839,0.0,0.0,0.0,0.0,0.0,0.0,3.5260732,1.0775292,1.1153518,1.2460245,3.632902,4.649913,1.8701704,4.366242,0.0,2.5191023,4.5341077
449,8.524444,0.0,2.4330027,0.0,3.2856472,1.0219367,0.0,0.0,1.5261476,0.0,4.965049,0.0,0.0,0.98108923,3.923844,0.42854753,0.8487244,0.0,0.0,0.0,0.0,3.3390837,1.4114294,0.6815125,1.3617305,3.921698,3.5737827,0.89454997,4.2349677,0.0,2.291304,6.1758265
450,8.598595,0.0,2.2809322,0.0,2.1409743,2.4183884,0.0,0.0,1.9521316,0.0,4.430306,0.0,0.169655,0.0,2.329945,0.0,0.0,0.0,0.0,0.0,0.0,2.8455253,1.3354232,1.5161569,1.5528704,5.4502473,4.734864,2.1748023,3.142205,0.0,2.830064,5.4772987
451,7.6549244,0.0,1.5462685,0.0,6.025091,0.0,0.0,0.0,1.6467636,0.0,4.802037,0.0,1.3164164,0.0,2.4763248,0.6612713,1.1543397,0.0,0.0,0.0,0.0,4.824062,0.0,1.5002685,0.05011165,4.9636574,6.048518,1.2215493,4.860995,0.0,4.404375,3.7126176
453,6.6786585,0.0,2.904442,0.0,4.0307927,0.0,0.0,0.0,1.3245475,0.0,3.5009465,0.0,1.7123007,0.7318543,2.6965847,0.8579802,0.9109331,0.0,0.0,0.3205059,0.0,3.888995,0.38547686,0.21398112,1.4315119,2.815746,3.3498454,0.77342993,4.136792,0.0,3.969318,5.3576975
464,6.889817,0.0,0.7021073,0.0,5.406847,0.04716865,0.0,0.0,2.806514,0.0,5.4162884,0.0,0.0,0.7644768,0.8996051,2.1822264,0.22288999,0.0,0.0,0.0,0.0,3.3744688,0.55204815,1.180034,0.0,4.5495214,6.412116,0.818697,5.9601135,0.0,2.524327,0.0
493,7.881456,0.0,2.784387,0.0,5.4617467,0.0,0.0,0.0,0.40553218,0.0,4.016277,0.0,1.9186157,0.0,2.780868,0.31244597,0.6422858,0.0,0.0,0.0,0.0,4.7621517,0.0,0.2950709,1.5508713,3.5822568,3.7899106,0.45913842,5.149992,0.0,5.145872,5.272811
500,7.7875485,0.0,1.8417876,0.0,4.992943,0.0,0.0,0.0,1.6769247,0.0,5.3956203,0.0,0.0,0.0,2.1311045,0.0,0.33819002,0.0,0.0,0.0,0.0,5.206779,0.0,0.93361795,0.7950685,3.9425716,5.1364856,1.153859,4.9680114,0.0,3.2227867,2.9608915
505,6.986203,0.0,2.3680642,0.0,5.331987,0.0,0.0,0.0,0.8490212,0.0,3.5697186,0.0,2.4559784,0.0,2.0188012,0.53988844,0.9928819,0.0,0.0,0.0,0.0,4.287921,0.0,1.0359812,0.60836256,5.1847887,4.382339,0.3097664,4.095381,0.0,5.5001993,4.0423512
507,5.6022925,0.0,1.933197,0.0,2.7386208,1.5635784,0.0,0.0,1.6357268,0.0,2.8935208,0.0,1.6579086,0.4719265,1.4087026,0.8952973,0.25827459,0.0,0.0,0.0,0.0,1.6131549,1.5094432,0.9303579,1.5067705,4.2612314,4.287946,2.0008597,3.4852166,0.0,4.0892124,4.4930453
515,4.819615,0.0,1.7082958,0.0,5.1849804,0.0,0.0,0.0,1.6756575,0.0,3.2350376,0.0,1.4051584,1.2890059,1.9243848,2.4806933,1.1222373,0.0,0.0,0.1493895,0.0,3.0561793,0.64747167,1.1063015,0.062066942,3.2829869,4.654181,1.4086478,5.158272,0.0,4.0920444,2.1021786
524,6.4226346,0.0,3.0485692,0.0,4.8358035,0.267455,0.0,0.0,0.0,0.0,2.9342506,0.1222226,1.3456575,0.0,2.2308526,0.02277904,0.1269477,0.0,0.0,0.1708279,0.0,3.9664855,0.22207302,0.7347686,1.5031527,2.184586,3.051278,1.6520677,5.2995515,0.0,5.2172866,4.1074786
526,8.075444,0.0,1.5232322,0.0,2.4909647,1.5139493,0.0,0.0,2.5086255,0.0,4.5962176,0.0,0.94688535,0.37185338,2.5983503,0.0,1.0172961,0.0,0.0,0.0,0.0,3.1840327,0.842062,1.0525326,0.9783441,5.439796,5.2059155,1.3832217,2.577505,0.0,2.209121,5.545831
528,5.7640553,0.0,2.1377404,0.0,5.186754,0.0,0.0,0.0,1.3978136,0.0,3.7106256,0.0,0.8844527,0.6279198,2.7491,2.0278597,0.7456594,0.0,0.0,0.65116614,0.0,3.7400818,0.5782329,0.6738341,0.60497344,2.1696866,4.124456,1.5913106,5.0136266,0.0,3.7035625,4.2881684
531,3.7938042,0.0,4.1596704,0.0,2.7867813,0.0,0.0,0.0,1.2369778,0.0,1.2088609,0.0,2.6090884,0.7223394,1.1317225,0.36499354,0.5797589,0.0,0.0,2.0714097,0.0,3.8969631,0.0,0.0,1.4770838,1.9612368,1.7264425,1.4567511,2.9433427,0.0,5.483543,4.568469
548,5.7440104,0.0,2.0605168,0.0,3.232349,1.0510283,0.0,0.0,2.056564,0.0,3.7041945,0.0,0.20784411,0.37138802,2.3544505,0.17778355,0.6546205,0.0,0.0,0.1029982,0.0,3.7180583,0.8120905,1.1633275,0.7400682,2.5787807,4.5535445,2.711699,3.8047066,0.0,2.4787352,3.916513
569,5.5930333,0.0,1.5488074,0.0,4.699813,0.5238851,0.0,0.0,0.6576578,0.0,3.354982,0.17340459,0.87205386,0.0,2.1604562,1.8619941,0.095023274,0.0,0.0,0.27761656,0.0,1.6759756,1.7522037,1.252951,0.9725585,2.4233265,4.1775656,2.2802835,5.2852163,0.0,3.9665089,4.3325562
573,6.9017973,0.0,2.6758692,0.0,3.3666825,0.02636654,0.0,0.0,2.0587964,0.0,3.7702446,0.0,1.0002849,0.0,1.7116828,0.0,0.0,0.0,0.0,0.0,0.0,4.581483,0.0,0.65444887,1.482473,2.9394996,4.0693707,1.966951,3.5750942,0.0,3.529216,4.3492618
574,6.9568467,0.0,1.6951885,0.0,4.4311066,0.0,0.0,0.0,1.6532748,0.0,3.9023213,0.0,2.0812817,0.0,2.6923325,0.0,1.3637208,0.0,0.0,0.0,0.0,4.6556225,0.0,0.621031,0.7047193,3.8551733,4.946725,0.98872435,3.4449894,0.0,3.7573574,5.1656857
576,8.681735,0.0,2.6145484,0.0,3.8714428,0.7839279,0.0,0.0,1.5929313,0.0,4.9510665,0.0,0.7124071,0.0,3.0670965,0.0,0.97936225,0.0,0.0,0.0,0.0,5.0901537,0.0,1.1209651,1.1162752,4.8941903,4.8726687,1.382336,3.8257163,0.0,3.493083,5.299619
577,8.504346,0.0,1.9910941,0.0,6.6774635,0.0,0.0,0.0,1.3881853,0.0,5.152045,0.0,0.68099934,0.0,1.6844718,0.5184835,0.11775406,0.0,0.0,0.0,0.0,4.865178,0.0,1.6363508,0.50762075,5.287224,6.2615595,1.5188462,6.4261413,0.0,5.373678,2.1373177
578,6.646,0.0,2.6093163,0.0,6.121766,0.0,0.0,0.0,1.0953877,0.0,4.5742965,0.0,1.1732992,2.2777536,1.839835,3.1698008,1.1687689,0.0,0.0,0.0,0.0,3.290452,0.5310619,0.58020586,0.45191264,4.7342253,3.968484,0.0,6.5031133,0.0,4.722757,1.3696309
590,7.9271007,0.0,2.9060078,0.0,4.702195,0.0,0.0,0.0,0.69802403,0.0,4.1693673,0.0,1.5201033,0.0,3.4335666,0.114725016,1.1402833,0.0,0.0,0.0,0.0,4.5880203,0.02262491,0.30652133,1.5375919,3.484885,3.5272415,0.5316657,4.6091332,0.0,4.353984,5.873099
595,6.1414466,0.0,2.8139184,0.0,4.7338624,0.093466245,0.0,0.0,0.086456716,0.0,2.8720496,0.0,1.6656213,0.0,2.6654723,0.36268893,0.65911186,0.0,0.0,0.50882715,0.0,3.7538233,0.31271642,0.6244182,1.4745871,2.2583477,3.290157,1.9377955,4.880563,0.0,5.1307955,5.3706784
614,5.6455936,0.0,1.4489574,0.0,3.618915,0.6868679,0.0,0.0,1.6967751,0.0,3.3354344,0.0,0.99329656,0.0,0.93157667,0.0,0.34231758,0.0,0.0,0.0,0.0,3.2638874,0.14353108,1.0216068,0.54735315,4.094174,4.825534,1.5160282,3.7112453,0.0,3.6259348,1.8817809
628,5.206665,0.0,1.7902545,0.0,5.0051603,1.6027236,0.0,0.0,1.6662745,0.0,2.917408,0.6517465,1.3440877,0.0,0.76490235,0.68836373,0.37161413,0.0,0.0,0.0,0.0,2.748015,0.841082,2.1143916,0.18135133,4.3111725,6.2874255,3.720836,4.9699116,0.0,5.574323,2.1068947
637,5.1209908,0.0,2.1747541,0.0,4.067253,0.0,0.0,0.0,1.6516593,0.0,2.751185,0.0,1.8688699,0.0,1.1738865,0.24457851,0.0,0.0,0.0,0.0,0.0,3.964369,0.0,0.4592377,1.056927,2.116418,3.9281273,1.7924999,3.5819702,0.0,4.0699763,3.7799857
648,8.127258,0.0,1.5569477,0.0,5.220517,0.6340668,0.0,0.0,0.9039756,0.0,4.2188573,0.0,1.6985098,0.0,2.5697198,0.0,0.71169746,0.0,0.0,0.0,0.0,3.7752235,0.59732854,1.7335535,1.1503425,4.4183345,5.790677,2.4401944,4.684994,0.0,4.9190617,5.731929
657,7.245279,0.0,1.7351542,0.0,4.563553,0.0,0.0,0.0,1.4136659,0.0,3.9970505,0.0,1.6700116,0.0,2.3292563,0.0,0.7042453,0.0,0.0,0.0,0.0,4.0793624,0.11563644,1.0605267,0.9155606,4.0857406,5.1646366,1.6662331,3.886485,0.0,4.145369,5.091866
669,6.8701596,0.0,1.7350488,0.0,5.032327,0.0,0.0,0.0,1.6758044,0.0,4.5441933,0.0,0.99449515,0.19709745,2.130803,0.77729666,0.9828385,0.0,0.0,0.0,0.0,4.2378716,0.0,1.1319383,0.1588389,4.46608,4.997331,0.8578242,4.1980953,0.0,3.8048253,3.2551103
677,6.174075,0.0,3.0409615,0.0,3.6439178,0.0,0.0,0.0,1.9222653,0.0,3.181215,0.0,1.9276386,0.382609,1.2705637,0.41977197,0.023088258,0.0,0.0,0.12817025,0.0,4.0472198,0.0,0.0,1.5726819,2.729254,3.0695772,0.5782957,3.6198363,0.0,4.0662827,4.1375155
683,6.6178904,0.0,2.0910115,0.0,1.991255,1.5858929,0.0,0.0,2.0655591,0.0,3.232196,0.0,1.0689708,0.0,1.5816768,0.0,0.0,0.0,0.0,0.0,0.0,3.0669403,0.53456914,1.3138962,1.4372318,3.832281,4.3373003,2.6309893,2.4839041,0.0,2.7281966,4.6417017
686,6.3952975,0.0,3.055475,0.0,5.140554,0.0,0.0,0.0,1.4367375,0.0,3.8724396,0.0,1.1540514,0.0,1.6046319,0.22726557,0.30857965,0.0,0.0,0.01666614,0.0,5.246309,0.0,0.7525523,0.7636405,3.426908,4.054488,1.0969403,4.7947464,0.0,4.863337,2.6170776
687,6.59026,0.0,1.11454,0.0,5.103277,0.31993464,0.0,0.0,0.9245447,0.0,3.6434045,0.0,1.6776133,0.0,1.6843021,0.9465884,0.55683863,0.0,0.0,0.0,0.0,2.6852014,0.76939464,1.5475714,0.6565852,4.494534,5.2963223,1.6390585,4.518268,0.0,4.600848,3.7147646
699,5.9403744,0.0,1.5014992,0.0,3.7418861,1.5616239,0.0,0.0,1.7692888,0.0,3.8470469,0.34645194,0.0,0.0,1.870519,0.9930773,0.0,0.0,0.0,0.0,0.0,2.3747923,1.9585373,1.2214495,0.83057153,2.4211545,4.989824,2.8746974,5.3832064,0.0,2.7448273,2.3426225
727,6.853383,0.0,2.8330822,0.0,4.3956285,0.0,0.0,0.0,1.3137615,0.0,3.8564851,0.0,1.8729815,1.0142446,2.7308393,0.89778864,1.3306391,0.0,0.0,0.05762851,0.0,3.9218094,0.035113305,0.7256732,0.8589994,4.578815,3.572096,0.2872293,3.892646,0.0,4.4004517,4.941911
734,6.186349,0.0,2.732571,0.0,2.9648316,0.8044826,0.0,0.0,1.495732,0.0,3.2584696,0.0,1.0889751,0.0,1.687493,0.0,0.10187644,0.0,0.0,0.0,0.0,3.6726587,0.2297625,0.8598585,1.3245987,3.3321397,3.6089017,1.959058,3.4096224,0.0,3.6953738,4.178533
747,8.310541,0.0,1.6257677,0.0,4.847066,0.0,0.0,0.0,2.2708657,0.0,5.099777,0.0,0.8316393,0.15460452,2.0391028,0.349656,0.688864,0.0,0.0,0.0,0.0,4.5981355,0.0,1.08615,0.45146754,5.307059,5.5583205,0.69780815,4.5661325,0.0,3.5187743,3.3114552
753,6.6792297,0.0,3.1604958,0.0,4.064284,0.0,0.0,0.0,1.0323977,0.0,3.5272217,0.0,1.2038139,0.0,2.4813905,0.0,0.6050008,0.0,0.0,0.3537262,0.0,4.8544993,0.0,0.6231667,1.3659451,2.8553288,3.2790453,1.2920848,4.052269,0.0,4.278452,4.827636
780,7.312446,0.0,1.8311393,0.0,2.8793707,0.89652777,0.0,0.0,1.7675067,0.0,4.4387517,0.0,0.0,0.0,2.2372406,0.0,0.03701311,0.0,0.0,0.0,0.0,3.2852101,0.96396554,0.76905406,1.4066428,2.7595253,3.983238,1.5951418,3.9163387,0.0,1.8708171,3.9835327
782,6.6077433,0.0,3.150637,0.0,3.927177,0.9240533,0.0,0.0,0.3798943,0.0,2.5798295,0.0,2.013844,0.0,2.5851448,0.0,0.5097449,0.0,0.0,0.6015218,0.0,3.461886,0.5333133,0.899777,1.7589687,2.7546172,3.3453972,2.2679772,4.1955943,0.0,5.169967,6.057935
792,7.615235,0.0,1.6155736,0.0,5.736774,0.0,0.0,0.0,1.4168603,0.0,5.3742137,0.0,0.3161985,1.0012821,3.099282,1.0187367,1.578218,0.0,0.0,0.0,0.0,5.3697186,0.0,0.73627985,0.15099213,3.9822648,4.737262,0.0,5.118787,0.0,3.1323438,3.2153723
795,3.9909303,0.0,3.2337158,0.0,1.5691153,0.79369086,0.0,0.0,1.8680545,0.0,1.8674734,0.0,0.8310203,0.32916442,0.3321876,0.0,0.0,0.0,0.0,1.0256037,0.0,2.8530488,0.21071702,0.01466796,1.4373697,1.7474959,2.133591,1.838638,2.7981553,0.0,3.3794067,2.282541
801,4.9972725,0.0,2.9190168,0.0,4.869721,0.0,0.0,0.0,1.696935,0.0,2.923412,0.0,1.6054575,0.0,1.043297,0.72249484,0.0,0.0,0.0,0.9258955,0.0,4.325549,0.0,0.42860174,1.4594098,1.223393,4.0868807,2.7240171,4.922643,0.0,5.1893463,3.7610278
807,8.407481,0.0,2.8857236,0.0,4.638409,0.34714577,0.0,0.0,0.16701752,0.0,4.3487983,0.0,1.0190814,0.0,3.0195844,0.0,0.55933815,0.0,0.0,0.0,0.0,4.802248,0.0,0.64688796,1.5216268,4.0923653,3.636028,0.8494246,4.742327,0.0,4.6267014,5.217371
