Image_Index,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31
299,4.6687565,0.0,1.2847447,0.0,3.700948,0.0,0.0,0.0,2.0724392,0.0,1.3301647,0.10228021,5.024974,0.28959298,0.0,2.2354143,0.6058168,0.0,0.0,0.0,0.0,0.8153508,0.65590787,0.6164419,1.6802527,5.2410436,5.219594,1.2870975,2.8424895,0.0,6.3414493,5.3076167
338,4.5010743,0.0,1.3023789,0.0,3.3017933,0.4518199,0.0,0.0,1.8450536,0.0,1.1165392,0.041706763,4.8317256,1.4558382,0.9972702,3.41844,1.1395228,0.0,0.0,0.6100339,0.0,0.0,1.973577,0.8266667,1.6982726,4.452714,4.3101835,1.4066355,2.470068,0.0,5.6290755,7.5799356
344,4.10556,0.0,2.1737063,0.0,2.4946136,0.6030692,0.0,0.0,2.1457396,0.0,0.9411299,0.0,4.3790116,0.79130554,0.17481436,2.0753307,0.3029447,0.0,0.0,0.9838589,0.0,0.15703872,1.2721092,0.639114,2.1963267,4.5575056,4.015934,1.9716469,2.2994723,0.0,6.0490265,6.387239
355,3.6779952,0.0,1.3974618,0.0,1.7250963,0.6442367,0.0,0.0,2.8786128,0.0,0.11030561,0.15683338,5.7180705,1.283232,0.0,2.7676136,0.17954075,0.0,0.0,0.0,0.0,0.0,1.1196705,0.4569687,2.04538,5.004176,4.2264595,1.1369251,1.3460102,0.0,5.626291,5.679692
373,4.593608,0.0,2.206068,0.0,4.0993695,0.026592497,0.0,0.0,2.3639765,0.0,1.5144963,0.0,4.8991838,1.7885132,0.80723983,2.4992838,1.5985746,0.0,0.0,0.3450021,0.0,1.5353265,0.4183829,0.9069919,1.0773797,5.608074,5.0640097,1.3383801,3.013146,0.0,6.718602,5.471035
374,4.455594,0.0,1.0287408,0.0,5.065,0.0,0.0,0.0,1.419062,0.0,1.6912609,0.0,4.699755,0.016514994,0.2815615,2.7612934,0.8729769,0.0,0.0,0.0,0.0,0.79482055,0.3332487,0.9146221,0.7876946,5.5111747,4.931237,0.69266087,3.3776746,0.0,6.7279863,4.6178565
391,3.2851903,0.0,1.2202396,0.0,3.7547338,0.0,0.0,0.0,2.8917234,0.0,1.6154888,0.0,4.389679,3.695674,1.9486227,4.865671,1.9394338,0.0,0.0,1.4012641,0.0,0.47027215,1.6805698,0.26447606,0.69185054,3.4257925,4.3953376,1.1527653,2.9779606,0.0,4.351664,6.6605644
401,4.2883973,0.0,1.6953914,0.0,3.992056,0.0,0.0,0.0,1.9849528,0.0,1.2618755,0.0,4.8108363,0.37461358,0.10514089,2.1854286,0.65119326,0.0,0.0,0.071665585,0.0,1.2405684,0.3166381,0.8472875,1.4007697,4.8722067,4.72499,1.3507245,2.815224,0.0,6.4208593,5.002211
403,4.8386908,0.0,1.6584411,0.0,4.009176,0.96681106,0.0,0.0,2.454902,0.0,2.441509,0.23907685,3.0203428,2.0973997,0.5398844,3.611199,0.3461901,0.0,0.0,0.0,0.0,0.64447594,2.1356962,0.79594237,1.303354,4.339571,5.0923185,1.4901632,5.00835,0.0,5.158878,3.6499295
429,3.2411177,0.0,1.137186,0.0,3.6350672,1.0441289,0.393091,0.0,1.6773012,0.0,0.6141897,0.8884444,4.43459,0.17518729,0.0,3.4494956,0.0,0.0,0.0,0.28576916,0.0,0.0,2.4338543,0.87584776,1.9012587,4.496733,4.9856296,2.2750647,3.8806577,0.0,7.1491327,3.952705
431,4.2907825,0.0,1.480746,0.0,4.9123178,0.0,0.0,0.0,1.4666293,0.0,1.7539988,0.0,4.248312,1.687049,1.1855233,3.8075254,1.3817005,0.0,0.0,0.92963845,0.0,0.50928724,1.1257509,1.0940858,0.59267104,5.1670613,4.363274,0.6748247,3.4729404,0.0,6.254449,5.242282
435,4.416967,0.0,0.87125677,0.0,3.2996457,0.8136748,0.0,0.0,2.4726386,0.0,2.5054214,0.46556512,1.9533567,1.1865757,0.0,2.9975498,0.0,0.0,0.0,0.0,0.0,0.18463457,1.6218528,0.46542552,1.0071801,4.261762,4.8535976,0.906821,4.5101023,0.0,4.084859,0.5987918
436,4.181056,0.0,1.3758057,0.0,3.540669,0.0,0.0,0.0,1.6856974,0.0,1.5434839,0.0,3.5522528,1.8858396,0.25105542,3.7995298,0.30829236,0.0,0.0,0.0,0.0,0.0,1.3831,0.050268278,1.4068283,4.132396,3.511029,0.0,3.8474596,0.0,4.982039,3.3325455
458,5.769657,0.0,1.5225606,0.0,4.8264856,0.18437013,0.0,0.0,1.1610873,0.0,2.0065665,0.1909933,4.0417047,0.092584476,0.07767583,3.0137866,0.0,0.0,0.0,0.0,0.0,0.23167396,1.1820769,0.9611231,1.5093254,5.8744287,4.732078,0.3590559,4.6110134,0.0,6.958773,3.782784
465,6.4195557,0.0,0.57426834,0.0,4.503354,0.0,0.0,0.0,2.2192082,0.0,3.2017362,0.0,2.9507494,0.0,0.0,2.354876,0.0,0.0,0.0,0.0,0.0,1.212246,0.7072085,0.96307087,0.9126483,6.1631002,5.710652,0.46055862,4.171951,0.0,5.0991507,2.839119
466,3.8305933,0.0,1.0177845,0.0,4.2168474,0.92857116,0.1489764,0.0,1.2968315,0.0,1.2865139,0.8844963,3.7608151,0.10764377,0.0,3.076949,0.10010058,0.0,0.0,0.0,0.0,0.0,1.4626244,1.2156975,1.1800954,4.5493145,4.9436364,1.7610415,4.2489257,0.0,6.273507,2.6743422
470,4.717788,0.0,2.6432755,0.0,3.5633347,0.22420728,0.0,0.0,1.1802481,0.0,0.68767923,0.067687824,5.203517,0.93196666,1.1736319,2.8398762,0.8859576,0.0,0.0,0.9329005,0.0,0.53070265,1.3414875,0.36554858,2.2811563,4.1423225,3.6210604,1.2866665,3.319045,0.0,6.9603944,7.4119353
474,4.5670047,0.0,1.1216183,0.0,3.8957846,0.45623595,0.0,0.0,2.1054938,0.0,1.1879671,0.35737062,5.0141835,0.5350336,0.0,2.9530032,0.4765018,0.0,0.0,0.0,0.0,0.0,1.2159034,1.0409088,1.4009786,5.709328,5.4872475,1.4856374,3.2400656,0.0,6.698908,5.07994
486,2.8829725,0.0,1.950427,0.0,4.417341,0.29320756,0.5360104,0.0,0.87911534,0.0,0.368221,0.77591085,4.5747457,1.0982269,0.0,4.652305,0.0,0.0,0.0,1.2483709,0.0,0.0,2.093574,0.33958736,1.7151138,3.6237428,3.4489303,1.0519723,4.7859225,0.0,7.4004674,3.6266909
495,1.6702842,0.0,1.0434022,0.0,4.068,0.0,0.0,0.0,3.4661105,0.0,0.8514519,0.0,5.6016564,2.2596118,0.98234224,3.1828506,2.696081,0.0,0.0,1.1199791,0.0,2.2136462,0.0,0.6333128,0.0,2.978165,5.6585107,2.479504,1.5692706,0.0,5.0986614,6.0946155
520,3.7064989,0.0,2.62656,0.0,2.7449422,0.0,0.0,0.0,1.2797984,0.0,0.11309391,0.0,4.7233872,0.9424404,0.0,2.6543512,0.03437638,0.0,0.0,0.711116,0.0,0.36792138,0.41900226,0.0,2.2857254,3.2696493,1.9463251,0.0,2.631279,0.0,5.970316,5.0608616
527,4.4901376,0.0,1.3826349,0.0,3.4817863,0.27146235,0.0,0.0,2.4984043,0.0,1.4873912,0.0,4.7103896,0.99147177,0.7459394,2.2936585,1.2196264,0.0,0.0,0.1414423,0.0,0.88665223,0.9400519,1.0285492,1.1733712,5.0791035,5.2506084,1.8615845,2.1376889,0.0,5.6927714,6.552744
538,3.173259,0.0,2.033208,0.0,3.0975456,0.0,0.0,0.0,1.6244227,0.0,0.1686168,0.0,4.987636,0.9163165,0.30186814,2.5078342,0.8787793,0.0,0.0,0.82439345,0.0,1.0074191,0.0728008,0.01351908,1.6299468,2.8903785,2.931816,0.68717825,2.08578,0.0,5.701647,5.653237
542,1.5780121,0.0,1.6199745,0.0,3.212342,0.7682227,0.24041435,0.0,1.6379476,0.0,0.0,0.75290823,4.4457664,1.036357,0.0,3.5987308,0.3854684,0.0,0.0,1.6092062,0.0,0.0,1.8160714,0.45490086,1.2988018,2.9119542,3.9858434,2.5774274,3.1698585,0.0,6.5867934,4.292912
543,3.5408733,0.0,1.3933616,0.0,3.7585747,1.3270744,0.1077754,0.0,1.5385132,0.0,1.7556397,0.6322347,2.2738724,0.37034538,0.71371245,2.7255523,0.0,0.0,0.0,0.9522636,0.0,0.0022396445,2.4509535,1.215103,0.9429016,2.941348,4.5595007,3.1410146,4.190376,0.0,4.9663725,3.8330653
553,3.0970724,0.0,3.1004329,0.0,3.5096238,0.0,0.0,0.0,0.9725696,0.0,0.0,0.23784731,5.1401734,1.6945205,0.1790622,4.7150965,0.16501975,0.0,0.0,2.3610318,0.0,0.0,2.0474439,0.0,2.3747525,3.422521,2.0164943,0.520152,3.780076,0.0,7.2888255,6.3552923
563,3.954538,0.0,0.9228352,0.0,4.2004676,0.0,0.0,0.0,1.4151976,0.0,1.4001386,0.008408098,4.064945,0.66875875,0.22099267,3.0943189,0.5337498,0.0,0.0,0.0,0.0,0.3096257,0.937477,0.5769274,1.0607783,4.4117694,4.4456806,0.6914944,3.409344,0.0,5.7361026,4.1190886
572,4.4671226,0.0,0.96520305,0.0,3.8385048,0.43496487,0.0070882235,0.0,1.9800422,0.0,1.8925561,0.1991285,3.6049805,1.2040598,0.26167107,3.3842425,0.29807147,0.0,0.0,0.0,0.0,0.0,1.7367436,0.6240591,1.3031337,4.80538,4.991619,1.117374,3.9803658,0.0,5.371948,3.9662738
580,5.56586,0.0,1.3173306,0.0,4.173898,0.0,0.0,0.0,2.1342957,0.0,2.1725855,0.11154131,4.2473626,0.47538564,0.0,2.6757221,0.14563307,0.0,0.0,0.0,0.0,0.8592545,0.6527151,0.64299047,1.4947928,5.737437,5.1541934,0.5056253,3.973212,0.0,6.145138,3.3735292
582,3.1153898,0.0,5.2573776,0.0,4.3302937,0.62483025,0.0,0.0,0.0,0.0,0.08350267,0.9613651,3.283543,1.7581534,1.8779321,2.910056,1.3507013,0.0,0.0,3.2080243,0.0,2.8501832,0.6290206,0.0,1.7188361,1.7702566,0.8847337,1.3721918,5.666171,0.0,7.8575087,4.624849
591,5.156851,0.0,2.7039907,0.0,2.53891,0.0,0.0,0.0,2.2482343,0.0,1.7694395,0.0,3.4741993,0.47310483,1.1221296,0.8724246,0.50450826,0.0,0.0,0.6114568,0.0,2.4842713,0.08233972,0.29030466,1.6217505,3.5277376,3.498183,1.3747532,2.0536726,0.0,4.8119564,6.1935806
596,4.401747,0.0,1.2366676,0.0,3.4718812,1.1542912,0.0,0.0,2.3920562,0.0,2.2484236,0.23004474,2.957502,0.9497124,0.0,2.6945717,0.15083802,0.0,0.0,0.0,0.0,0.0,1.3375778,1.313492,0.88658607,5.864147,5.350732,1.4355496,3.4361744,0.0,5.456112,2.5188017
601,3.641879,0.0,2.2952867,0.0,2.9455519,0.0,0.0,0.0,2.0460029,0.0,1.5341554,0.08266407,3.5484776,2.3017778,0.0,3.4430652,0.30500507,0.0,0.0,0.23967284,0.0,0.17730671,0.66388726,0.0,1.640196,4.338238,2.8275754,0.0,3.5932925,0.0,5.261648,2.3038433
603,4.5799723,0.0,1.1502867,0.0,2.900041,1.0419999,0.0,0.0,2.1857111,0.0,1.7579808,0.13885507,3.063796,0.862648,0.0,2.6620216,0.0,0.0,0.0,0.0,0.0,0.0,1.7554525,0.9002985,1.2672254,5.3408465,4.684757,1.2243662,3.095555,0.0,4.849445,3.6337945
606,4.2285857,0.0,1.583103,0.0,4.408061,0.0,0.0,0.0,1.123924,0.0,1.2083567,0.15590875,4.5225096,0.23471276,0.7931418,2.289687,1.1973853,0.0,0.0,0.0,0.0,1.634758,0.39665854,0.59584475,1.1776638,4.1267514,4.3134303,1.0005603,3.3252592,0.0,6.0995407,5.0397716
621,2.7836142,0.0,0.58686894,0.0,3.2525692,0.0,7.695891e-05,0.0,2.7548418,0.0,0.71817297,0.20150973,5.025358,1.1862481,0.0,3.235779,0.6436689,0.0,0.0,0.0,0.0,0.0,1.0900487,0.59559345,1.1391901,4.5519276,5.403922,1.8035553,2.4091423,0.0,5.847204,4.543654
631,4.9779286,0.0,1.3000338,0.0,5.455647,0.0,0.036686487,0.0,1.2158171,0.0,2.0991762,0.09147472,4.0858,0.3908688,0.13033432,3.8160205,0.1791885,0.0,0.0,0.0,0.0,0.8668532,0.88941693,0.49316025,1.4106549,4.4806423,4.3237486,0.041927285,4.8652115,0.0,6.4032564,3.7490785
641,3.8090389,0.0,1.0905614,0.0,3.0343485,0.580515,0.0,0.0,2.6477315,0.0,0.83806497,0.06208439,5.150909,0.6887127,0.28979558,2.8636205,0.8059586,0.0,0.0,0.5066089,0.0,0.0,1.6107242,1.0394175,1.7020078,4.4771557,5.4431376,2.6522136,2.1493597,0.0,5.8493485,7.092813
655,5.087688,0.0,3.0502665,0.0,5.209522,0.0,0.0,0.0,0.96146536,0.0,1.2644675,0.01694223,5.1717505,0.9316133,0.9517875,3.164078,1.0595965,0.0,0.0,0.64806896,0.0,1.8845129,0.021565497,0.25709888,1.4367976,4.7258406,3.2939959,0.009696245,4.4632144,0.0,7.8137164,5.2523065
664,3.820678,0.0,2.2256098,0.0,3.863477,0.0,0.0,0.0,1.3096055,0.0,0.740628,0.0,5.26046,3.0645628,1.3548943,4.332941,1.6394358,0.0,0.0,1.204227,0.0,0.36059487,0.80775535,0.0,1.3759297,4.662812,2.5501382,0.0,2.842229,0.0,6.148503,6.290672
685,3.113903,0.0,0.99743026,0.0,3.1610997,0.2540107,0.0,0.0,2.0395994,0.0,1.3179619,0.15808487,3.473071,0.7557478,0.0,2.5114424,0.14849216,0.0,0.0,0.06299007,0.0,0.29095307,0.889449,0.9472463,0.9903177,4.039746,4.46305,1.5243088,2.6709707,0.0,4.6953554,3.272229
691,2.0850987,0.0,1.9750061,0.0,3.9123049,1.7788326,0.38172343,0.0,1.6068796,0.0,1.2045864,1.4938967,2.1150599,0.07474073,0.0,2.951596,0.0,0.0,0.0,1.5548267,0.0,0.119752884,2.3363428,0.8494866,1.2156951,2.1304169,4.5649815,4.0710273,5.469483,0.0,6.485307,1.0755371
693,3.3539424,0.0,0.8967018,0.0,3.4043024,0.7618055,0.18735968,0.0,2.3153749,0.0,1.0915718,0.74408495,3.9044466,0.09418002,0.0,2.9843674,0.0,0.0,0.0,0.0,0.0,0.0,1.6481366,0.60943055,1.5096829,4.207049,5.2142878,2.104285,3.8496761,0.0,6.2071304,2.4417343
709,4.5091763,0.0,2.1393542,0.0,4.034444,0.0,0.0,0.0,1.558656,0.0,0.6483637,0.0,5.8738174,0.8208294,0.0,3.014755,0.73800135,0.0,0.0,0.076509684,0.0,0.5911404,0.16918173,0.15381625,1.9166965,4.7984157,3.5019686,0.0,3.0144098,0.0,7.277973,5.5711384
714,4.0012245,0.0,0.5540772,0.0,3.2035923,0.321005,0.0,0.0,1.8370098,0.0,1.1964128,0.10298471,4.26304,0.6818595,1.1265252,2.8608384,1.0471766,0.0,0.0,0.07843673,0.0,0.0,1.7103779,0.78291535,1.3428884,3.7386029,4.588748,1.7916121,2.4665673,0.0,4.7686577,6.6759434
718,3.533317,0.0,1.6726424,0.0,3.8872268,0.0,0.0,0.0,2.3918495,0.0,1.0573428,0.0,5.1991515,1.3093083,0.0,2.9986632,0.7567121,0.0,0.0,0.3581674,0.0,0.7211794,0.0,0.3172827,1.0790952,4.9509754,4.2098703,0.45267704,2.7173297,0.0,6.6166644,4.13793
761,4.5939217,0.0,2.065375,0.0,1.833776,0.9386902,0.0,0.0,2.5395694,0.0,0.43255398,0.024082106,5.518643,1.9080182,0.48883247,2.9882703,0.6773706,0.0,0.0,0.30377406,0.0,0.0,1.8331311,0.18314753,2.7109122,4.447986,3.838175,1.2495668,2.2709923,0.0,5.8551164,7.511857
781,3.688099,0.0,1.0746423,0.0,2.543941,0.8988867,0.0,0.0,2.5155988,0.0,0.9099099,0.29939643,4.0989494,0.0,0.0,1.3612194,0.0,0.0,0.0,0.0,0.0,0.026865691,1.1468682,0.95159596,1.4953967,4.089376,5.07176,2.911553,2.143377,0.0,5.5223484,4.550286
787,4.984583,0.0,0.34787512,0.0,4.712652,1.0930319,0.002839366,0.0,2.1400704,0.0,1.8732312,0.55879194,4.510184,0.0,0.0,2.647988,0.08597191,0.0,0.0,0.0,0.0,0.0,1.3581433,2.037649,0.9277252,6.623964,7.0181155,2.485214,3.4455092,0.0,7.2085853,4.084283
793,3.5526714,0.0,1.0415975,0.0,4.4217286,0.0,0.0,0.0,2.8545165,0.0,1.3645055,0.0,5.3957167,1.1612884,0.15700847,3.432293,1.2470188,0.0,0.0,0.57214624,0.0,0.81537217,0.34639844,0.64262867,1.0355583,4.9245934,5.504318,1.450351,2.5100346,0.0,6.5736566,6.112793
800,3.5256877,0.0,0.61397487,0.0,3.402671,0.16461465,0.0,0.0,2.282262,0.0,1.2325188,0.25844902,4.052667,0.27999258,0.19577298,2.3811755,0.6984496,0.0,0.0,0.0,0.0,0.45767587,1.1920273,0.877979,1.1817914,3.5386124,5.264859,2.312147,2.704252,0.0,4.870833,4.89685
805,5.231629,0.0,1.1063482,0.0,3.7999663,0.0,0.0,0.0,1.8858551,0.0,1.3662653,0.18926975,4.9241056,0.6774008,0.23346217,2.8477106,0.5844085,0.0,0.0,0.0,0.0,0.4289956,0.85301745,0.5653729,1.4097458,5.425726,4.828033,0.4080697,3.1854227,0.0,6.190765,5.070528
806,4.296997,0.0,1.0455996,0.0,4.2199597,0.14534885,0.07337532,0.0,1.3329283,0.0,0.8886828,0.44634935,4.7324095,0.0,0.0,2.8340976,0.28339478,0.0,0.0,0.15015662,0.0,0.0,1.4243644,1.0991603,1.5977792,4.8297153,4.8433766,1.6757209,3.3501456,0.0,6.976344,5.307288
839,4.5052238,0.0,1.1151214,0.0,2.5913925,0.12680626,0.0,0.0,2.5453691,0.0,1.2972605,0.0,4.3701854,0.0,1.0336883,0.6848803,1.0404066,0.0,0.0,0.0,0.0,1.7015567,0.28433263,0.8292883,1.4136041,3.6304016,5.1595874,2.5752442,1.4788609,0.0,4.4789014,6.8425803
844,3.8169997,0.0,1.6621945,0.0,2.8603742,0.0,0.0,0.0,2.0578065,0.0,2.2390318,0.10840313,1.5280895,1.6166832,0.0,3.7540863,0.0,0.0,0.0,0.22872669,0.0,0.13882709,2.0561404,0.0,1.8106098,2.1508188,2.7312546,0.20720154,4.548631,0.0,3.5844922,1.7375566
864,6.352517,0.0,0.57778555,0.0,4.8469706,0.46636274,0.0,0.0,2.2115283,0.0,2.4946837,0.0,5.346678,1.4841808,1.5801384,3.6949272,1.7362854,0.0,0.0,0.0,0.0,0.16791481,1.6239723,1.2628659,0.92052937,7.4744143,6.3466315,0.8575022,3.448709,0.0,6.644455,7.3228045
872,3.9972844,0.0,0.28525943,0.0,4.5663834,0.0,0.119553305,0.0,2.576932,0.0,2.1712623,0.21644583,3.8848639,0.8216368,0.0,3.4740033,0.46336415,0.0,0.0,0.0,0.0,0.17938602,1.1738012,1.0518762,0.7298515,5.2147765,6.232129,1.5971358,3.9462628,0.0,5.6236906,3.014127
876,4.5988474,0.0,0.83733016,0.0,5.143882,0.0,0.070261545,0.0,1.5437896,0.0,1.5534497,0.31136122,4.4024796,0.0,0.0,2.6782808,0.075363025,0.0,0.0,0.0,0.0,0.73241234,0.7227782,1.1658828,1.0694954,4.4327884,5.407404,1.7606388,3.8540857,0.0,6.787841,4.663365
877,3.701072,0.0,3.246077,0.0,2.323003,1.0191863,0.0,0.0,1.6344734,0.0,0.0,0.136656,5.022801,2.2433908,0.50979483,3.8245058,0.52567756,0.0,0.0,2.4815035,0.0,0.0,2.3274324,0.3731683,2.6394467,3.9974828,2.3997443,1.4768009,2.6709404,0.0,6.83237,7.612815
878,3.631755,0.0,0.051688984,0.0,3.5211868,0.0,0.0,0.0,3.8211508,0.0,1.6039774,0.0,5.2413588,1.3284355,0.0,3.3924823,1.203086,0.0,0.0,0.0,0.0,0.11093664,0.8776394,0.9772711,0.5567267,5.718998,6.5132647,1.8962153,1.6737173,0.0,5.4081597,5.9661293
879,5.1336703,0.0,2.318294,0.0,2.8183172,1.2115297,0.0,0.0,1.1661565,0.0,0.78726596,0.14525199,4.821614,0.58199763,1.286041,2.5349693,0.7034373,0.0,0.0,0.9289342,0.0,0.0,2.0266602,0.7046517,2.5339074,4.5173965,3.736118,1.8310821,2.8858716,0.0,6.598493,8.33858
899,4.834105,0.0,0.6211734,0.0,3.8469985,0.30077648,0.0,0.0,2.232313,0.0,1.1438607,0.14491186,5.458193,0.0,0.20039822,2.3890078,0.7890693,0.0,0.0,0.0,0.0,0.0,1.1544659,1.248982,1.406399,5.796811,5.9210386,2.1145036,2.5243359,0.0,6.710946,6.7595534
